,Unnamed: 0,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,hl2b_name,main_time,main_extra_time,completion_time,pic_url,hl2b_url,genre,tags,Score,main_50,main_extra_time_50,completion_time_100,main_50_noise,main_extra_time_50_noise,completion_time_100_noise
243,349,582160,Assassin's Creed Origins,Ubisoft Montreal,Ubisoft,,66632,10431,0,"2,000,000 .. 5,000,000",2756,141,2054,192,5999.0,5999.0,0.0,2466,Assassin's Creed Origins,30.0,52.0,84.0,/games/46402_Assassins_Creed_Origins.jpg,https://howlongtobeat.com/game.php?id=46402,"Action, Adventure, RPG","{'Open World': 1132, 'Assassin': 876, 'Action': 749, 'RPG': 697, 'Stealth': 653, 'Adventure': 645, 'Parkour': 642, 'Historical': 628, 'Singleplayer': 574, 'Third Person': 548, 'Story Rich': 475, 'Action RPG': 372, 'Exploration': 359, 'Atmospheric': 339, 'Multiplayer': 276, 'Sandbox': 186, 'Great Soundtrack': 177, 'Illuminati': 123, 'Walking Simulator': 109, 'Heist': 100}",86.46432139937454,30.0,51.0,84.0,29.62640232942891,51.0,84.28628317994797
244,350,221910,The Stanley Parable,Galactic Cafe,Galactic Cafe,,38251,3162,0,"2,000,000 .. 5,000,000",232,0,141,0,1499.0,1499.0,0.0,51,The Stanley Parable,1.5,2.5,7.5,/games/TheStanleyParable.png,https://howlongtobeat.com/game.php?id=14083,"Adventure, Indie","{'Comedy': 1800, 'Narration': 1473, 'Indie': 1291, 'Walking Simulator': 1258, 'First-Person': 1238, 'Funny': 1009, 'Psychological': 982, 'Satire': 954, 'Dynamic Narration': 888, 'Adventure': 827, 'Exploration': 750, 'Multiple Endings': 706, 'Singleplayer': 694, 'Choices Matter': 559, 'Story Rich': 459, 'Short': 454, 'Surreal': 374, 'Atmospheric': 368, 'Puzzle': 281, 'Casual': 232}",92.36471639340304,1.5,2.5,7.5,1.405167492215294,1.0311045848645184,7.376939625886163
245,352,312660,Sniper Elite 4,Rebellion,Rebellion,,33821,3613,0,"2,000,000 .. 5,000,000",2084,986,498,993,5999.0,5999.0,0.0,1718,Sniper Elite 4,10.0,16.5,35.0,/games/40715_Sniper_Elite_4.jpg,https://howlongtobeat.com/game.php?id=40715,"Action, Adventure","{'Sniper': 769, 'Action': 730, 'Multiplayer': 700, 'Shooter': 656, 'War': 616, 'World War II': 526, 'Stealth': 519, 'Co-op': 500, 'Third Person': 413, 'Singleplayer': 363, 'Open World': 328, 'Violent': 290, 'Third-Person Shooter': 276, 'Adventure': 237, 'FPS': 231, 'Gore': 231, 'Tactical': 208, 'First-Person': 181, 'Strategy': 176, 'Mature': 170}",90.34834642303788,10.0,16.5,35.0,9.867461182644917,10.195373459710817,34.80229931548988
246,354,278360,A Story About My Uncle,Gone North Games,Coffee Stain Publishing,,25442,2261,0,"2,000,000 .. 5,000,000",323,97,232,107,1499.0,1499.0,0.0,21,A Story About My Uncle,3.0,4.5,8.5,/games/AStoryAboutMyUncle.jpg,https://howlongtobeat.com/game.php?id=18936,"Adventure, Casual, Indie","{'Adventure': 7122, 'First-Person': 439, 'Parkour': 426, 'Singleplayer': 339, 'Indie': 308, 'Atmospheric': 276, 'Platformer': 267, 'Story Rich': 228, 'Puzzle': 171, '3D Platformer': 167, 'Fantasy': 163, 'Casual': 148, 'Short': 122, 'Sci-fi': 118, 'Relaxing': 108, 'Narration': 93, 'Action': 92, 'Great Soundtrack': 83, 'Family Friendly': 82, 'Difficult': 75}",91.8384290510053,3.0,4.5,8.5,3.48826118074511,3.4038123870639514,8.067135112826204
247,355,202170,Sleeping Dogs,United Front Games,Square Enix,,15688,921,0,"2,000,000 .. 5,000,000",930,0,826,0,0.0,0.0,0.0,34,Sleeping Dogs,15.5,22.0,34.0,/games/260px-Sleeping_Dogs_-_Square_Enix_video_game_cover.jpg,https://howlongtobeat.com/game.php?id=8640,"Action, Adventure","{'Open World': 1025, 'Action': 846, 'Martial Arts': 624, 'Third Person': 564, 'Crime': 473, 'Adventure': 428, 'Fighting': 372, 'Singleplayer': 342, 'Sandbox': 333, 'Story Rich': 319, 'Great Soundtrack': 169, 'Driving': 166, 'Automobile Sim': 150, 'Parkour': 140, 'Violent': 135, 'Third-Person Shooter': 134, 'RPG': 133, 'Shooter': 103, 'Atmospheric': 98, 'Multiplayer': 91}",94.45481365524716,15.5,22.0,34.0,15.230047143241,15.292307077910221,33.834179954923634
248,357,200260,Batman: Arkham City - Game of the Year Edition,Rocksteady Studios,Warner Bros. Interactive Entertainment,,42798,1830,0,"2,000,000 .. 5,000,000",985,205,641,406,1999.0,1999.0,0.0,1306,Batman: Arkham City GOTY,13.5,23.0,55.5,/games/11963_Batman_Arkham_City_GOTY.jpg,https://howlongtobeat.com/game.php?id=11963,"Action, Adventure","{'Action': 1299, 'Open World': 1083, 'Stealth': 860, 'Adventure': 843, 'Superhero': 808, 'Third Person': 803, 'Singleplayer': 591, ""Beat 'em up"": 428, 'Comic Book': 323, 'Detective': 315, 'Story Rich': 299, 'Atmospheric': 286, 'Fighting': 281, 'Action-Adventure': 224, 'Cinematic': 164, 'Controller': 151, '3D Vision': 117, 'Metroidvania': 101, 'Sandbox': 85, 'Multiplayer': 49}",95.89943533207853,13.5,23.0,55.5,13.916844970515017,13.082782344038824,55.23698390951453
249,358,33230,Assassin's Creed 2,Ubisoft Montreal,Ubisoft,,31729,3951,0,"2,000,000 .. 5,000,000",1119,633,809,633,1999.0,1999.0,0.0,844,Assassin's Creed II,19.0,26.5,35.0,/games/Assassins_Creed_2_Box_Art.JPG,https://howlongtobeat.com/game.php?id=651,"Action, Adventure","{'Action': 810, 'Open World': 719, 'Parkour': 658, 'Adventure': 629, 'Stealth': 629, 'Assassin': 626, 'Third Person': 528, 'Historical': 519, 'Story Rich': 417, 'Singleplayer': 388, 'Great Soundtrack': 300, 'Atmospheric': 240, 'Conspiracy': 222, 'Action-Adventure': 217, 'Classic': 173, 'Multiplayer': 167, 'Controller': 147, 'Alternate History': 141, 'Sandbox': 113, 'Sci-fi': 87}",88.92656950672645,19.0,26.5,35.0,18.78019077198774,19.17643284084679,35.35944293586919
250,360,678950,DRAGON BALL FighterZ,Arc System Works,BANDAI NAMCO Entertainment,,44875,5022,0,"2,000,000 .. 5,000,000",1995,289,425,289,5999.0,5999.0,0.0,1319,Dragon Ball FighterZ,11.5,23.0,38.5,/games/48211_Dragon_Ball_FighterZ.jpg,https://howlongtobeat.com/game.php?id=48211,Action,"{'Fighting': 636, 'Anime': 533, 'Action': 456, '2D Fighter': 409, 'Multiplayer': 346, 'Local Multiplayer': 271, 'Competitive': 271, 'Controller': 235, 'Singleplayer': 216, 'Arcade': 211, 'e-sports': 209, 'Difficult': 206, 'Fast-Paced': 203, 'PvP': 200, ""Beat 'em up"": 200, 'Adventure': 199, 'Third Person': 199, 'Spectacle fighter': 198, 'Comic Book': 194, 'Combat': 191}",89.93526664929755,11.5,23.0,38.5,11.30698945851799,11.420415496966749,38.92703354775145
251,361,1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,,81185,2968,0,"2,000,000 .. 5,000,000",836,26,691,26,2999.0,2999.0,0.0,1134,Ori and the Will of the Wisps,11.5,15.0,17.5,/games/46428_Ori_and_the_Will_of_the_Wisps.jpg,https://howlongtobeat.com/game.php?id=46428,Action,"{'Beautiful': 717, 'Metroidvania': 607, 'Great Soundtrack': 605, 'Platformer': 604, 'Action': 543, 'Singleplayer': 493, 'Adventure': 435, 'Atmospheric': 432, 'Story Rich': 364, 'Cute': 344, 'Exploration': 342, 'Action-Adventure': 322, 'Puzzle': 271, 'Emotional': 263, 'Difficult': 237, 'Fantasy': 225, 'Indie': 221, 'Open World': 207, '2D': 188, 'Souls-like': 72}",96.47309068007084,11.5,15.0,17.5,11.363722910844407,11.789010574950865,17.728388938497183
252,363,335300,DARK SOULS II: Scholar of the First Sin,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc",,67737,11316,0,"2,000,000 .. 5,000,000",2968,690,1878,1332,3999.0,3999.0,0.0,2400,Dark Souls II: Scholar of the First Sin,36.0,63.0,106.0,/games/Dark_Souls_II_Scholar_of_the_First_Sin.jpg,https://howlongtobeat.com/game.php?id=25311,"Action, RPG","{'Souls-like': 1529, 'Dark Fantasy': 1091, 'RPG': 1077, 'Difficult': 1004, 'Action': 701, 'Third Person': 674, 'Atmospheric': 650, 'Action RPG': 568, 'Character Customization': 538, 'Co-op': 530, 'Multiplayer': 510, 'Adventure': 466, 'Fantasy': 459, 'Medieval': 415, 'Dark': 375, 'Singleplayer': 358, 'Lore-Rich': 244, 'Story Rich': 216, 'PvP': 209, 'Remake': 129}",85.68555273044666,36.0,51.0,101.0,36.15017997584071,51.0,101.0
253,364,361420,ASTRONEER,System Era Softworks,System Era Softworks,,81776,7812,0,"2,000,000 .. 5,000,000",1641,331,861,349,2999.0,2999.0,0.0,2140,Astroneer,21.0,44.0,64.5,/games/42182_Astroneer.jpg,https://howlongtobeat.com/game.php?id=42182,"Adventure, Indie","{'Multiplayer': 2486, 'Open World': 2475, 'Open World Survival Craft': 2472, 'Space': 2424, 'Survival': 2406, 'Exploration': 2114, 'Base-Building': 1789, 'Co-op': 1781, 'Sandbox': 1775, 'Adventure': 1593, 'Building': 1495, 'Crafting': 1434, 'Sci-fi': 1013, 'Colorful': 924, 'Singleplayer': 923, 'Third Person': 920, 'Simulation': 920, 'Automation': 914, 'Atmospheric': 905, 'Indie': 877}",91.2800821538599,21.0,44.0,64.5,20.695611218786258,20.90430056792984,64.64672298505857
254,365,424370,Wolcen: Lords of Mayhem,WOLCEN Studio,WOLCEN Studio,,35188,27421,0,"2,000,000 .. 5,000,000",1349,0,1057,0,3999.0,3999.0,0.0,205,Wolcen: Lords of Mayhem,16.0,29.5,56.0,/games/36540_Wolcen_Lords_of_Mayhem.jpg,https://howlongtobeat.com/game.php?id=36540,"Action, Adventure, Indie, RPG","{'RPG': 361, 'Hack and Slash': 316, 'Action RPG': 268, 'Multiplayer': 229, 'Action': 213, 'Adventure': 205, 'Loot': 174, 'Isometric': 163, 'Indie': 151, 'Co-op': 118, 'Character Customization': 115, 'Early Access': 98, 'Singleplayer': 80, 'Dungeon Crawler': 78, 'Fantasy': 76, 'Medieval': 65, 'Dark Fantasy': 60, 'Top-Down': 57, 'Controller': 52, 'Difficult': 25}",56.20278234758581,16.0,29.5,56.0,15.880702803560842,16.370975705405947,55.789432433641224
255,366,362890,Black Mesa,Crowbar Collective,Crowbar Collective,,75260,3518,0,"2,000,000 .. 5,000,000",764,132,585,192,1999.0,1999.0,0.0,1865,Black Mesa,14.5,17.5,21.5,/games/black_mesa_mod.jpg,https://howlongtobeat.com/game.php?id=1100,"Action, Adventure, Indie","{'FPS': 866, 'Action': 767, 'Remake': 759, 'Sci-fi': 684, 'First-Person': 654, 'Singleplayer': 600, 'Shooter': 557, 'Classic': 555, 'Atmospheric': 527, 'Great Soundtrack': 509, 'Story Rich': 508, 'Adventure': 469, 'Aliens': 458, 'Zombies': 439, 'Horror': 374, 'Multiplayer': 332, 'Indie': 319, 'Early Access': 273, 'Mod': 198, 'Co-op': 100}",95.53428622204169,14.5,17.5,21.5,14.359592933982954,14.12506297907414,21.94133743478493
256,367,204880,Sins of a Solar Empire: Rebellion,"Ironclad Games, Stardock Entertainment",Stardock Entertainment,,13068,961,0,"2,000,000 .. 5,000,000",690,0,414,0,3999.0,3999.0,0.0,590,Sins of a Solar Empire: Rebellion,10.0,39.5,121.0,/games/sinsrebellion530.jpg,https://howlongtobeat.com/game.php?id=8591,"Action, Indie, Simulation, Strategy","{'Real Time Tactics': 5581, 'Space Sim': 5558, '4X': 5551, 'RTS': 5538, 'Grand Strategy': 5536, 'PvP': 5536, 'Wargame': 5533, 'PvE': 5526, 'Real-Time': 5523, 'Strategy': 5518, 'Base-Building': 702, 'Tactical': 665, '3D': 663, 'Third Person': 655, 'Vehicular Combat': 645, 'Exploration': 642, 'Pirates': 637, 'Space': 635, 'Sci-fi': 470, 'Military': 453}",,10.0,39.5,101.0,10.121871118675797,9.720844830681028,101.0
257,368,12110,Grand Theft Auto: Vice City,Rockstar Games,Rockstar Games,,23752,1971,0,"2,000,000 .. 5,000,000",406,62,75,62,0.0,0.0,0.0,246,Grand Theft Auto: Vice City,18.0,26.5,42.5,/games/Vice-city-cover.jpg,https://howlongtobeat.com/game.php?id=4075,Action,"{'Open World': 676, 'Action': 575, 'Automobile Sim': 531, '1980s': 484, 'Classic': 443, 'Great Soundtrack': 386, 'Crime': 356, 'Third Person': 336, 'Singleplayer': 327, 'Driving': 256, 'Sandbox': 255, 'Atmospheric': 234, 'Third-Person Shooter': 222, 'Violent': 208, 'Shooter': 208, 'Adventure': 200, 'Mature': 184, 'Music': 156, 'Funny': 155, 'Multiplayer': 134}",92.33759670333944,18.0,26.5,42.5,18.143414369056853,17.856659840337244,42.43722383789032
258,369,35700,Trine Enchanted Edition,Frozenbyte,Frozenbyte,,12773,551,0,"2,000,000 .. 5,000,000",295,0,233,0,1499.0,1499.0,0.0,49,Trine: Enchanted Edition,4.5,6.0,10.5,/games/47576_Trine_Enchanted_Edition.jpg,https://howlongtobeat.com/game.php?id=47576,"Action, Adventure, Indie","{'Puzzle-Platformer': 636, 'Beautiful': 626, 'Fantasy': 624, 'Physics': 615, 'Platformer': 612, 'Action': 612, 'Local Co-Op': 426, 'Adventure': 424, 'Puzzle': 412, 'Great Soundtrack': 411, 'Indie': 354, 'Co-op': 329, 'Online Co-Op': 162, 'Singleplayer': 160, 'Multiplayer': 139, 'Atmospheric': 125, 'Casual': 118, 'Local Multiplayer': 115, '2D': 108, 'Female Protagonist': 96}",95.86460522365655,4.5,6.0,10.5,4.484542240593274,4.6391917885230765,10.605404025609259
259,371,214490,Alien: Isolation,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,44215,3380,0,"2,000,000 .. 5,000,000",487,1,249,1,3999.0,3999.0,0.0,179,Alien: Isolation,18.5,22.5,33.0,/games/Alien_Isolation.jpg,https://howlongtobeat.com/game.php?id=16638,Action,"{'Horror': 1611, 'Survival Horror': 1248, 'Sci-fi': 1132, 'Atmospheric': 1018, 'Aliens': 1013, 'Stealth': 947, 'First-Person': 925, 'Space': 895, 'Female Protagonist': 780, 'Survival': 752, 'Singleplayer': 729, 'Action': 464, 'Difficult': 395, 'Adventure': 355, 'Psychological Horror': 324, 'Great Soundtrack': 316, 'FPS': 302, 'Gore': 224, 'Shooter': 176, 'VR': 130}",92.89841369891796,18.5,22.5,33.0,18.100268115766614,18.872829833892933,33.086004391071896
260,372,208650,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,,69012,14220,0,"2,000,000 .. 5,000,000",1369,82,696,86,1999.0,1999.0,0.0,3244,Batman: Arkham Knight,16.5,31.0,48.0,/games/Batman_Arkham_Knight_Cover_Art.jpg,https://howlongtobeat.com/game.php?id=18005,"Action, Adventure","{'Action': 1109, 'Open World': 1020, 'Superhero': 898, 'Stealth': 783, 'Adventure': 714, 'Third Person': 694, 'Singleplayer': 660, 'Detective': 560, 'Fighting': 495, 'Story Rich': 462, 'Atmospheric': 449, 'Dark': 394, 'Comic Book': 353, ""Beat 'em up"": 301, 'Puzzle': 252, 'Mature': 232, 'Strategy': 153, 'Sandbox': 152, 'Horror': 136, 'Epic': 111}",82.91522491349481,16.5,31.0,48.0,16.615524898817885,16.129926797231903,48.30764720637751
261,374,210770,Sanctum 2,Coffee Stain Studios,Coffee Stain Publishing,,12392,1371,0,"2,000,000 .. 5,000,000",292,0,133,0,1499.0,1499.0,0.0,39,Sanctum 2,12.5,28.5,59.5,/games/Sanctum_2_digital_boxart.jpg,https://howlongtobeat.com/game.php?id=8148,"Action, Indie, Strategy","{'Tower Defense': 825, 'FPS': 564, 'Co-op': 479, 'Strategy': 409, 'Action': 355, 'Indie': 256, 'Sci-fi': 254, 'Online Co-Op': 253, 'Multiplayer': 229, 'First-Person': 189, 'Shooter': 140, 'Singleplayer': 113, 'Survival': 98, 'Aliens': 92, 'Futuristic': 91, 'Female Protagonist': 82, 'Great Soundtrack': 77, 'RPG': 34, 'Adventure': 27, 'Funny': 26}",90.03850904599288,12.5,28.5,59.5,12.849662176511838,12.991737137447185,59.45536398205248
262,375,409710,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",,32495,8160,0,"2,000,000 .. 5,000,000",381,363,204,363,499.0,1999.0,75.0,545,BioShock,12.0,15.5,22.0,/games/Bioshockcoverfinalcropped.jpg,https://howlongtobeat.com/game.php?id=1065,"Action, RPG","{'FPS': 343, 'Story Rich': 296, 'Atmospheric': 288, 'Horror': 268, 'Singleplayer': 265, 'First-Person': 226, 'Action': 215, 'Dystopian ': 193, 'Shooter': 185, 'Underwater': 167, 'Sci-fi': 145, 'Steampunk': 139, 'Dark': 128, 'Adventure': 107, 'Remake': 104, 'RPG': 103, 'Great Soundtrack': 100, 'Classic': 99, 'Alternate History': 93, 'Immersive Sim': 73}",79.92866806050917,12.0,15.5,22.0,12.48714183208424,12.11600350296383,22.321725174972407
263,376,387290,Ori and the Blind Forest: Definitive Edition,Moon Studios GmbH,Xbox Game Studios,,49623,2122,0,"2,000,000 .. 5,000,000",550,0,377,0,499.0,499.0,0.0,417,Ori and the Blind Forest: Definitive Edition,8.5,11.0,12.0,/games/36755_Ori_and_the_Blind_Forest_Definitive_Edition.jpg,https://howlongtobeat.com/game.php?id=36755,Action,"{'Atmospheric': 997, 'Great Soundtrack': 941, 'Metroidvania': 886, 'Platformer': 879, 'Adventure': 673, 'Story Rich': 605, 'Singleplayer': 535, 'Cute': 475, 'Action': 430, 'Difficult': 411, 'Fantasy': 394, '2D': 355, 'Indie': 296, 'Puzzle': 258, 'Side Scroller': 226, 'Open World': 209, 'Controller': 202, 'Family Friendly': 140, '2.5D': 137, 'RPG': 93}",95.89912068798918,8.5,11.0,12.0,8.695847958970715,8.861620591392194,11.551341343830979
264,379,209000,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,,33318,4694,0,"2,000,000 .. 5,000,000",1089,31,890,38,1999.0,1999.0,0.0,999,Batman: Arkham Origins,12.5,22.0,40.5,/games/Batman-Arkham-Origins-Box-Art.jpg,https://howlongtobeat.com/game.php?id=12676,"Action, Adventure","{'Action': 908, 'Open World': 671, 'Superhero': 643, 'Adventure': 606, 'Third Person': 517, 'Stealth': 502, 'Singleplayer': 364, 'Multiplayer': 277, 'Fighting': 255, ""Beat 'em up"": 247, 'Comic Book': 224, 'Detective': 191, 'Story Rich': 179, 'Atmospheric': 137, 'Action-Adventure': 131, 'Controller': 122, '3D Vision': 99, 'Sandbox': 85, 'Third-Person Shooter': 36, 'RPG': 22}",87.65126802062507,12.5,22.0,40.5,12.659761883435344,12.209898273306859,40.66282801289726
265,380,204300,Awesomenauts - the 2D moba,Ronimo Games,Ronimo Games,,22298,3989,0,"2,000,000 .. 5,000,000",4358,28,342,28,0.0,0.0,0.0,250,Awesomenauts,51.5,83.0,122.0,/games/2188497-box_anauts_large.png,https://howlongtobeat.com/game.php?id=756,"Action, Free to Play, Indie, Strategy","{'MOBA': 909, 'Multiplayer': 704, '2D': 604, 'Platformer': 597, 'Action': 526, 'Indie': 485, 'Local Co-Op': 403, 'Co-op': 360, 'Great Soundtrack': 330, 'Strategy': 309, 'Free to Play': 296, 'Controller': 226, 'Local Multiplayer': 201, 'Sci-fi': 198, 'Online Co-Op': 189, 'Competitive': 173, 'Space': 163, 'Side Scroller': 148, 'Cartoon': 144, 'Funny': 128}",84.8251987674516,51.0,51.0,101.0,51.0,51.0,101.0
266,381,343710,Kholat,IMGN.PRO,IMGN.PRO,,4113,1971,0,"2,000,000 .. 5,000,000",740,0,309,0,1999.0,1999.0,0.0,14,Kholat,4.0,5.5,8.0,/games/Kholat_header.jpg,https://howlongtobeat.com/game.php?id=26679,"Adventure, Indie","{'Horror': 4477, 'Atmospheric': 229, 'Walking Simulator': 200, 'Exploration': 183, 'Adventure': 171, 'Open World': 151, 'Psychological Horror': 142, 'Singleplayer': 133, 'Indie': 128, 'First-Person': 116, 'Mystery': 91, 'Survival': 85, 'Survival Horror': 65, 'Story Rich': 54, 'Dark': 51, 'Difficult': 48, 'Great Soundtrack': 47, 'Historical': 39, 'Multiplayer': 28, 'Action': 21}",67.60355029585799,4.0,5.5,8.0,4.198627305407028,4.446189799960533,8.073316331334507
267,382,310560,DiRT Rally,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",,32805,4604,0,"2,000,000 .. 5,000,000",333,73,119,85,449.0,1499.0,70.0,293,Dirt Rally,28.0,63.0,143.0,/games/Dirt_Rally_header.jpg,https://howlongtobeat.com/game.php?id=26481,"Racing, Simulation, Sports","{'Racing': 923, 'Simulation': 591, 'Automobile Sim': 530, 'Driving': 425, 'Multiplayer': 396, 'Realistic': 365, 'Offroad': 362, 'Difficult': 263, 'Singleplayer': 259, 'VR': 254, 'Sports': 217, 'First-Person': 133, 'Action': 89, 'Atmospheric': 85, 'Fast-Paced': 70, 'Co-op': 56, 'TrackIR': 50, '3D Vision': 50, 'Open World': 49, 'Family Friendly': 44}",,28.0,51.0,101.0,28.13562613851469,51.0,101.0
268,384,434650,Lost Castle / 失落城堡,Hunter Studio,Neon Doctrine,,18470,2455,0,"2,000,000 .. 5,000,000",1128,0,649,0,999.0,999.0,0.0,501,Lost Castle,13.5,29.5,66.0,/games/38434_Lost_Castle.jpg,https://howlongtobeat.com/game.php?id=38434,"Action, Adventure, Indie, RPG","{'4 Player Local': 528, 'Action Roguelike': 508, ""Beat 'em up"": 492, 'Side Scroller': 489, 'Dungeon Crawler': 482, 'Hack and Slash': 481, 'Rogue-lite': 476, 'PvP': 471, 'PvE': 463, 'Difficult': 457, 'Action RPG': 454, 'Rogue-like': 453, 'RPG': 450, '2D': 448, 'Local Multiplayer': 448, 'Multiple Endings': 444, 'Colorful': 443, 'Multiplayer': 438, 'Loot': 437, 'Singleplayer': 415}",88.26762246117084,13.5,29.5,66.0,13.192960918298168,13.695854870199305,65.61129488910639
269,385,108710,Alan Wake,Remedy Entertainment,Remedy Entertainment,,33015,3283,0,"2,000,000 .. 5,000,000",276,91,160,91,1499.0,1499.0,0.0,60,Alan Wake,11.0,14.5,26.0,/games/Alan-wake-0.jpg,https://howlongtobeat.com/game.php?id=319,"Action, Adventure","{'Action': 1037, 'Horror': 991, 'Adventure': 865, 'Third Person': 852, 'Story Rich': 810, 'Thriller': 737, 'Atmospheric': 726, 'Singleplayer': 648, 'Psychological Horror': 588, 'Great Soundtrack': 399, 'Mystery': 313, 'Episodic': 287, 'Third-Person Shooter': 274, 'Dark': 259, 'Supernatural': 252, 'Cinematic': 239, 'Narration': 210, 'Survival Horror': 204, 'Shooter': 167, 'Survival': 94}",90.95542454129703,11.0,14.5,26.0,10.781371368807688,10.548507701820533,25.92920726217884
270,386,65930,The Bureau: XCOM Declassified,2K Marin,2K,,7807,3363,0,"2,000,000 .. 5,000,000",270,0,119,0,1999.0,1999.0,0.0,30,The Bureau: XCOM Declassified,10.5,14.5,17.5,/games/The_Bureau_XCOM_Declassified.jpg,https://howlongtobeat.com/game.php?id=12652,Action,"{'Action': 290, 'Tactical': 222, 'Sci-fi': 222, 'Third-Person Shooter': 209, 'Singleplayer': 146, 'Third Person': 139, 'Aliens': 124, 'Strategy': 114, 'Shooter': 102, 'RPG': 70, 'Adventure': 46, 'Atmospheric': 46, 'Cold War': 38, 'Story Rich': 33, 'Multiplayer': 30, 'Open World': 21, 'Noir': 17, 'Stealth': 14, 'Retro': 8, 'War': 5}",69.89256938227395,10.5,14.5,17.5,10.734754427166704,10.422716779358069,17.000928204209742
271,388,225260,Brutal Legend,Double Fine Productions,Double Fine Productions,,15428,1156,0,"2,000,000 .. 5,000,000",275,39,168,39,1499.0,1499.0,0.0,42,Brutal Legend,9.0,13.5,24.0,/games/256px-BrutalLegendCover.jpg,https://howlongtobeat.com/game.php?id=1345,"Action, Adventure, Strategy","{'Action': 693, 'Comedy': 577, 'Adventure': 537, 'Great Soundtrack': 507, 'Open World': 505, 'Music': 438, 'Hack and Slash': 333, 'Strategy': 332, 'Third Person': 325, 'Funny': 254, 'RTS': 238, 'Fantasy': 215, 'Singleplayer': 168, 'Gothic': 105, 'Multiplayer': 102, 'Action-Adventure': 102, 'Atmospheric': 100, ""Beat 'em up"": 86, 'RPG': 70, 'Action RPG': 61}",93.02942595272552,9.0,13.5,24.0,9.097952070045823,9.082100954096774,23.615313343817
272,389,12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,,7726,2738,0,"2,000,000 .. 5,000,000",0,0,0,0,0.0,0.0,0.0,0,Grand Theft Auto: Episodes From Liberty City,18.5,26.0,43.5,/games/256px-Grand_Theft_Auto_IV_Episodes_From_Liberty_City.jpg,https://howlongtobeat.com/game.php?id=4067,Action,"{'Open World': 346, 'Action': 327, 'Automobile Sim': 253, 'Third Person': 170, 'Multiplayer': 156, 'Crime': 127, 'Adventure': 123, 'Shooter': 116, 'Sandbox': 114, 'Singleplayer': 107, 'Driving': 100, 'Third-Person Shooter': 95, 'Mature': 87, 'Great Soundtrack': 79, 'Story Rich': 67, 'Nudity': 66, 'Racing': 64, 'Comedy': 57, 'Moddable': 57, 'Atmospheric': 56}",73.83409785932722,18.5,26.0,43.5,18.264961550245108,18.76455838472628,43.37086932568467
273,390,438740,Friday the 13th: The Game,IllFonic,Gun Media,,51585,13848,0,"2,000,000 .. 5,000,000",916,32,293,32,1499.0,1499.0,0.0,277,Friday the 13th: The Game,5.0,39.0,251.0,/games/46186_Friday_the_13th_The_Game.jpg,https://howlongtobeat.com/game.php?id=46186,Action,"{'Horror': 1618, 'Multiplayer': 1432, 'Survival Horror': 1261, 'Survival': 966, 'Gore': 953, 'Violent': 865, 'Co-op': 800, 'Third Person': 672, 'Action': 635, 'Stealth': 544, 'Psychological Horror': 516, 'Dark': 502, 'Mature': 468, 'Atmospheric': 426, 'Open World': 290, 'Funny': 278, 'Adventure': 270, 'Singleplayer': 242, 'Difficult': 241, 'Nudity': 187}",,5.0,39.0,101.0,5.4748764646907295,5.441722810159846,101.0
274,391,201810,Wolfenstein: The New Order,MachineGames,Bethesda Softworks,,41512,4192,0,"2,000,000 .. 5,000,000",968,679,784,1028,1999.0,1999.0,0.0,409,Wolfenstein: The New Order,11.5,15.5,24.5,/games/256px-Wolfenstein_The_New_Order_cover.jpg,https://howlongtobeat.com/game.php?id=16886,Action,"{'FPS': 1237, 'Action': 1084, 'Shooter': 707, 'Alternate History': 698, 'Singleplayer': 615, 'Gore': 609, 'First-Person': 602, 'Atmospheric': 508, 'World War II': 488, 'Story Rich': 445, 'Sci-fi': 390, 'Stealth': 348, 'Old School': 267, 'War': 261, 'Adventure': 258, 'Great Soundtrack': 232, 'Dystopian ': 213, 'Robots': 212, 'Epic': 170, 'Historical': 108}",90.82793628566428,11.5,15.5,24.5,11.129803668778278,11.644245727566172,24.05816776619694
