,Unnamed: 0,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,hl2b_name,main_time,main_extra_time,completion_time,pic_url,genre,tags,single_genre,score,main_70,main_extra_time_70,bonus_content_70,main_70_noise,main_extra_time_70_noise,completion_time_250,completion_time_250_noise,bonus_content_70_noise,bonus_content_250,bonus_content_250_noise,ccu_15k,ccu_10k,ccu_5k
1076,1764,209540,Strike Suit Zero,Born Ready Games Ltd.,Born Ready Games,,1251,371,0,"500,000 .. 1,000,000",238,14,92,14,1999,19.99,0,1,Strike Suit Zero,7.5,11.0,17.0,/games/Strike_Suit_Zero.jpg,"Action, Indie, Simulation","{'Space': 164, 'Action': 147, 'Mechs': 120, 'Sci-fi': 115, 'Indie': 106, 'Simulation': 88, 'Shooter': 74, 'Flight': 61, 'Great Soundtrack': 56, 'Singleplayer': 55, 'Space Sim': 48, 'Robots': 44, 'Third Person': 31, 'Third-Person Shooter': 20, 'Kickstarter': 15}",Simulation,77.12700369913686,7.5,11.0,9.5,7.61332443686217,11.400928393856393,17.0,16.827500619062686,9.72611476945556,9.5,8.942062640566352,1,1,1
1077,1765,934840,FrostRunner,Think Arcade,SMU Guildhall,,2955,141,0,"500,000 .. 1,000,000",0,0,0,0,0,0.0,0,7,FrostRunner,0.4666666666666667,0.6833333333333333,1.0,/games/63765_FrostRunner.jpg,"Action, Free to Play, Indie","{'Free to Play': 103, 'Parkour': 81, 'Action': 63, 'Indie': 59, '3D Platformer': 38, 'Singleplayer': 29, 'Platformer': 21, 'First-Person': 21, 'Fast-Paced': 17, 'Runner': 8}",Action,95.44573643410853,0.4666666666666667,0.6833333333333333,0.5333333333333333,0.4666666666666667,0.6833333333333333,1.0,1.141588522776506,0.525279970049473,0.5333333333333333,0.5023190273897553,7,7,7
1078,1767,469820,Genital Jousting,Free Lives,Devolver Digital,,8219,720,0,"500,000 .. 1,000,000",156,0,74,0,699,6.99,0,17,Genital Jousting,1.5,2.0,6.0,/games/41490_Genital_Jousting.jpg,"Action, Indie","{'Sexual Content': 276, 'Nudity': 186, 'Action': 167, 'Comedy': 164, 'Multiplayer': 163, 'Indie': 158, 'NSFW': 157, 'Funny': 149, 'Memes': 124, 'Mature': 101, 'Local Multiplayer': 98, 'Story Rich': 93, 'Cute': 74, 'Co-op': 59, 'Great Soundtrack': 48, 'Local Co-Op': 48, 'Casual': 46, 'Illuminati': 42, 'Violent': 38, 'Early Access': 25}",Action,91.94540776373196,1.5,2.0,4.5,1.9170731032224488,2.0779199871797127,6.0,6.008566538808966,4.968595601227864,4.5,4.591883891908136,17,17,17
1079,1773,953490,CARRION,Phobia Game Studio,Devolver Digital,,15272,910,0,"500,000 .. 1,000,000",242,5,252,5,1999,19.99,0,57,Carrion,4.5,5.5,6.0,/games/68169_Carrion.jpg,"Action, Adventure, Indie","{'Villain Protagonist': 341, 'Pixel Graphics': 322, 'Gore': 315, 'Action': 297, 'Indie': 279, 'Horror': 243, 'Adventure': 241, 'Violent': 225, 'Metroidvania': 210, '2D': 200, 'Singleplayer': 160, 'Blood': 147, 'Puzzle': 136, 'Physics': 134, 'Lovecraftian': 131, 'Sci-fi': 100, 'Platformer': 68, 'Mature': 65, 'Great Soundtrack': 50, 'Atmospheric': 40}",Action,94.37646768013842,4.5,5.5,1.5,4.754890188103455,5.871084959549742,6.0,6.366238082805359,1.5536893783944783,1.5,1.493996643946253,57,57,57
1080,1775,9160,Master Levels for Doom II,id Software,id Software,,518,158,0,"500,000 .. 1,000,000",16,0,24,0,1499,14.99,0,3,Master Levels for Doom II,6.5,8.5,9.0,/games/MasterLevelsforDoomII.jpg,Action,"{'Action': 71, 'FPS': 58, 'Classic': 49, 'Shooter': 45, 'First-Person': 38, ""1990's"": 33, 'Singleplayer': 31, 'Retro': 31, 'Sci-fi': 27, 'Gore': 25, 'Demons': 21, 'Zombies': 19, 'Moddable': 16, 'Horror': 16, 'Great Soundtrack': 15, 'Difficult': 13, 'Old School': 10, '2.5D': 6}",Action,76.62721893491124,6.5,8.5,2.5,6.920183928711113,8.021045926977559,9.0,9.277401044081362,2.5956417951674933,2.5,2.7562477992226517,3,3,3
1081,1779,7770,X-COM: Enforcer,"MicroProse Software, Inc",2K,,189,163,0,"500,000 .. 1,000,000",31,0,40,0,499,4.99,0,0,X-COM: Enforcer,4.0,6.0,7.5,/games/X-COM_-_Enforcer_Coverart.png,Strategy,"{'Strategy': 30, 'Action': 23, 'Shooter': 20, 'Third-Person Shooter': 20, 'Sci-fi': 18, 'Aliens': 10, 'Third Person': 8, 'Singleplayer': 7}",Strategy,53.69318181818182,4.0,6.0,3.5,3.5614577884689416,6.109026278546276,7.5,7.54181336346501,3.3034454577950743,3.5,3.5720883741580405,0,0,0
1082,1780,205910,Tiny and Big: Grandpa's Leftovers,Black Pants Studio,Black Pants Studio,,3680,328,0,"500,000 .. 1,000,000",138,0,146,0,999,9.990000000000002,0,1,Tiny and Big: Grandpa's Leftovers,2.5,4.0,11.5,/games/TinyandBigGrandpaLeftovers.jpg,Indie,"{'Indie': 183, 'Physics': 109, 'Platformer': 97, 'Puzzle': 87, 'Great Soundtrack': 77, '3D Platformer': 75, 'Adventure': 67, 'Third Person': 56, 'Comedy': 40, 'Action': 35, 'Singleplayer': 29, 'Funny': 28, 'Short': 22, 'Beautiful': 17, 'Atmospheric': 13, 'Sandbox': 5}",Indie,91.81636726546908,2.5,4.0,9.0,2.0281848343766002,3.9611892951685133,11.5,11.561651543536223,7.1711326448518165,9.0,8.668406189326207,1,1,1
1083,1781,460810,Vanquish,"PlatinumGames, Little Stone Software",SEGA,,4886,622,0,"500,000 .. 1,000,000",247,0,274,0,1999,19.99,0,22,Vanquish,6.0,8.0,17.0,/games/250px-Vanquish.jpg,Action,"{'Action': 169, 'Third-Person Shooter': 144, 'Sci-fi': 137, 'Singleplayer': 124, 'Fast-Paced': 112, 'Shooter': 112, 'Third Person': 91, 'Bullet Time': 61, 'Futuristic': 56, 'Mechs': 54, 'Robots': 51, 'Arcade': 36, 'Character Action Game': 35, 'Great Soundtrack': 31, 'Adventure': 26, 'Hack and Slash': 25, 'Classic': 24, 'Cyberpunk': 17, 'Story Rich': 16, 'Difficult': 15}",Action,88.70733478576616,6.0,8.0,11.0,5.772229577355141,7.849468518795431,17.0,17.395619731032028,11.746871389807662,11.0,11.89247944262627,22,22,22
1084,1782,653530,Return of the Obra Dinn,Lucas Pope,3909,,16079,527,0,"500,000 .. 1,000,000",412,0,336,0,1999,19.99,0,87,Return of the Obra Dinn,8.0,9.5,10.5,/games/61882_Return_of_the_Obra_Dinn.jpg,"Adventure, Indie","{'Detective': 357, 'Mystery': 347, 'Puzzle': 264, 'Story Rich': 260, 'Atmospheric': 243, 'Singleplayer': 233, 'Indie': 203, 'Great Soundtrack': 142, 'Historical': 111, 'Adventure': 109, 'First-Person': 104, 'Multiple Endings': 95, 'Difficult': 94, 'Naval': 92, 'Retro': 84, 'Violent': 81, 'Pirates': 70, 'Horror': 65, 'Walking Simulator': 60, 'Noir': 52}",Adventure,96.82644827170904,8.0,9.5,2.5,7.883229417225952,9.14020079308046,10.5,10.868971978561726,2.967488987934131,2.5,2.5205570497148293,87,87,87
1085,1783,1369630,ENDER LILIES: Quietus of the Knights,"Live Wire, Adglobe",Binary Haze Interactive,,16132,786,0,"500,000 .. 1,000,000",596,0,815,0,2499,24.99,0,222,ENDER LILIES: Quietus of the Knights,12.5,20.0,21.5,/games/87524_ENDER_LILIES_Quietus_of_the_Knights.jpg,"Action, Indie, RPG","{'Metroidvania': 451, 'Female Protagonist': 370, 'Souls-like': 351, 'Dark Fantasy': 351, 'Singleplayer': 303, 'Atmospheric': 262, 'Difficult': 227, 'Indie': 224, '2D': 204, 'Multiple Endings': 201, 'Great Soundtrack': 199, 'Dark': 198, 'Post-apocalyptic': 187, 'Medieval': 162, 'Hand-drawn': 160, 'Action RPG': 158, 'Action': 146, 'Dragons': 115, 'Zombies': 106, 'Early Access': 103}",RPG,95.35406076368363,12.5,20.0,9.0,12.603556509124948,20.261284481141146,21.5,21.527272227009856,7.839896845807111,9.0,7.5089088064086305,222,222,222
1086,1784,506610,Five Nights at Freddy's: Sister Location,Scott Cawthon,Scott Cawthon,,8309,796,0,"500,000 .. 1,000,000",191,0,150,0,799,7.99,0,23,Five Nights at Freddy's: Sister Location,2.5,5.0,13.5,/games/40399_Five_Nights_at_Freddys_Sister_Location.jpg,"Action, Indie, Simulation","{'Horror': 1219, 'Survival Horror': 900, 'Singleplayer': 867, 'Robots': 859, 'First-Person': 854, 'Dark': 778, 'Difficult': 607, 'Survival': 597, 'Strategy': 573, 'Indie': 570, 'Story Rich': 539, 'Mystery': 475, 'Psychological Horror': 448, 'Atmospheric': 382, 'Simulation': 298, 'Lore-Rich': 248, 'Memes': 196, 'Funny': 146, 'Adventure': 137, 'Gore': 121}",Simulation,91.2575507962658,2.5,5.0,11.0,2.1608679367669135,4.673995105234248,13.5,13.672513848588256,12.142885612236892,11.0,9.360247641805223,23,23,23
1087,1789,405900,Disgaea PC,"Nippon Ichi Software, Inc.","NIS America, Inc.",,3424,455,0,"500,000 .. 1,000,000",717,0,682,0,1999,19.99,0,61,Disgaea PC,46.0,93.5,240.0,/games/Disgaea_Hour_of_Darkness.jpg,RPG,"{'Strategy RPG': 186, 'JRPG': 168, 'Anime': 165, 'Turn-Based': 159, 'RPG': 156, 'Comedy': 112, 'Turn-Based Strategy': 104, 'Turn-Based Tactics': 98, 'Tactical RPG': 95, 'Funny': 82, 'Tactical': 79, 'Strategy': 76, 'Singleplayer': 69, 'Great Soundtrack': 50, 'Replay Value': 41, 'Demons': 40, 'Pixel Graphics': 38, '2D': 37, 'Story Rich': 25, 'Cute': 22}",RPG,88.27017272492911,46.0,71.0,71.0,46.33631729921537,71.0,240.0,239.50556929322235,71.0,194.0,193.86740563686064,61,61,61
1088,1790,2200,Quake III Arena,id Software,id Software,,2700,126,0,"500,000 .. 1,000,000",114,1,134,1,1499,14.99,0,24,Quake III Arena,5.5,8.5,17.5,/games/250px-Quake3Title.jpg,Action,"{'FPS': 221, 'Action': 166, 'Arena Shooter': 165, 'Classic': 159, 'Multiplayer': 146, 'Shooter': 99, 'Competitive': 93, ""1990's"": 87, 'First-Person': 75, 'Gore': 69, 'Fast-Paced': 59, 'Difficult': 50, 'Singleplayer': 42, 'Sci-fi': 39, 'Moddable': 39, 'Old School': 33, 'e-sports': 33, 'Atmospheric': 17, 'Retro': 8, 'Co-op': 5}",Action,95.54140127388536,5.5,8.5,12.0,5.557064733201434,8.965332365761158,17.5,17.162443462115288,11.728630677996785,12.0,11.660076486202614,24,24,24
1089,1791,499520,The Turing Test,Bulkhead Interactive,Square Enix,,6274,903,0,"500,000 .. 1,000,000",219,0,232,0,1999,19.99,0,14,The Turing Test,5.0,6.0,6.0,/games/38891_the_turing_test.jpg,Adventure,"{'Puzzle': 146, 'Sci-fi': 109, 'First-Person': 108, 'Female Protagonist': 101, 'Space': 100, 'Adventure': 78, 'Singleplayer': 74, 'Atmospheric': 58, 'Story Rich': 53, 'Great Soundtrack': 43, 'Artificial Intelligence': 36, 'Short': 35, 'Philosophical': 27, 'Psychological Horror': 22, 'Robots': 19, 'Indie': 13, 'Mystery': 11, 'Horror': 8, 'Walking Simulator': 6, 'FPS': 5}",Adventure,87.41814128465933,5.0,6.0,1.0,5.47490513507286,6.1338729676976085,6.0,5.818362688627487,0.9392810842812515,1.0,1.026035627790035,14,14,14
1090,1792,535230,Domina,Dolphin Barn Incorporated,Dolphin Barn Incorporated,,7609,2562,0,"500,000 .. 1,000,000",465,0,404,0,999,9.990000000000002,0,34,Domina,4.5,9.5,15.0,/games/45944_Domina.jpg,"Action, Indie, Simulation, Strategy","{'Management': 198, 'Pixel Graphics': 186, 'Strategy': 159, 'Violent': 144, 'Rome': 130, 'Simulation': 125, 'Great Soundtrack': 125, 'Action': 117, 'Indie': 100, 'Gore': 98, 'Singleplayer': 75, '2D': 45, 'Historical': 37, 'RPG': 31, 'Auto Battler': 29, 'Female Protagonist': 28, 'Atmospheric': 26, 'Sexual Content': 26, 'Fighting': 13, 'Tactical': 13}",Simulation,74.8107364074329,4.5,9.5,10.5,4.247946512081659,9.011307522480408,15.0,15.235615799928302,11.834404964184305,10.5,9.810227523775326,34,34,34
1091,1796,960910,Heavy Rain,Quantic Dream,Quantic Dream,,5492,1176,0,"500,000 .. 1,000,000",361,0,346,0,1999,19.99,0,88,Heavy Rain,10.0,12.0,21.5,/games/Heavy_Rain_Cover_Art.jpg,"Action, Adventure","{'Choices Matter': 311, 'Multiple Endings': 295, 'Story Rich': 290, 'Narration': 248, 'Adventure': 233, 'Cinematic': 190, 'Detective': 189, 'Emotional': 178, 'Thriller': 178, 'Investigation': 163, 'Dynamic Narration': 163, 'Quick-Time Events': 159, 'Interactive Fiction': 159, 'Mystery': 151, 'Singleplayer': 147, 'Crime': 145, 'Sexual Content': 134, 'Violent': 132, 'Atmospheric': 129, 'Memes': 96}",Action,82.36352729454109,10.0,12.0,11.5,10.02340249169396,11.586984189817162,21.5,21.408487913569356,11.67954737260961,11.5,11.221725649603458,88,88,88
1092,1797,3170,King's Bounty: Armored Princess,Katauri Interactive,1C Entertainment,,860,80,0,"500,000 .. 1,000,000",164,0,170,0,999,9.990000000000002,0,52,King's Bounty: Armored Princess,27.0,44.5,74.0,/games/Kings_Bounty_Armored_Princess_cover.png,"RPG, Strategy","{'RPG': 144, 'Strategy': 96, 'Turn-Based Strategy': 96, 'Fantasy': 65, 'Female Protagonist': 55, 'Turn-Based': 49, 'Hex Grid': 48, 'Singleplayer': 33, 'Adventure': 32, 'Tactical': 31, 'Open World': 26, 'Turn-Based Combat': 14, 'Tactical RPG': 13, 'Classic': 9, 'Great Soundtrack': 8}",Strategy,91.48936170212764,27.0,44.5,47.0,26.997922258430243,44.63575049814987,74.0,74.09605695408833,48.45114115709631,47.0,47.21934685457209,52,52,52
1093,1799,40990,Mafia,Illusion Softworks,2K,,6018,673,0,"500,000 .. 1,000,000",502,0,602,0,1499,14.99,0,64,Mafia,16.0,18.5,20.5,/games/256px-MafiaUSCov.jpg,"Action, Adventure","{'Action': 148, 'Classic': 132, 'Story Rich': 130, 'Crime': 121, 'Open World': 120, 'Atmospheric': 96, 'Singleplayer': 95, 'Third Person': 82, 'Adventure': 81, 'Great Soundtrack': 81, 'Violent': 72, 'Third-Person Shooter': 44, 'Difficult': 34, 'Shooter': 33, 'Racing': 31, 'Cult Classic': 15, 'Historical': 13, 'Drama': 13, 'Controller': 9, 'Simulation': 5}",Action,89.94171274846809,16.0,18.5,4.5,15.669348541857293,18.549945265973502,20.5,20.6653932284477,3.8151577291721326,4.5,4.35169657620844,64,64,64
1094,1801,368990,Despair,AGC,AGC,,644,1230,0,"500,000 .. 1,000,000",183,0,207,0,99,0.9899999999999998,0,2,Despair,0.7166666666666667,0.9333333333333332,1.0,/games/Despair_steam.jpg,"Action, Adventure, Indie","{'Indie': 107, 'Horror': 34, 'Action': 31, 'First-Person': 28, 'Adventure': 25, 'Atmospheric': 20, 'Walking Simulator': 16, 'Short': 10, 'Singleplayer': 9}",Action,34.3649946638207,0.7166666666666667,0.9333333333333332,0.2833333333333333,0.7166666666666667,0.9333333333333332,1.0,1.4437598497097055,0.2796379246835673,0.2833333333333333,0.3080820094382508,2,2,2
1095,1804,537800,Bomber Crew,Runner Duck,Curve Games,,9392,1280,0,"500,000 .. 1,000,000",386,89,272,64,1999,19.99,0,550,Bomber Crew,15.0,19.0,23.5,/games/51082_Bomber_Crew.jpg,"Simulation, Strategy","{'World War II': 202, 'Simulation': 199, 'Strategy': 178, 'Management': 157, 'Flight': 142, 'Singleplayer': 131, 'Indie': 104, 'War': 96, 'Difficult': 87, 'Survival': 76, 'Action': 59, 'Casual': 41, 'Rogue-like': 34, '3D': 33, 'Cartoony': 32, 'Military': 31, 'Perma Death': 30, 'Rogue-lite': 16, 'Cute': 14, 'Multiplayer': 11}",Simulation,88.00599700149925,15.0,19.0,8.5,14.555782173242369,18.50184897811868,23.5,23.46777498641351,9.523595222176592,8.5,10.31262432060111,550,550,550
1096,1807,70400,Recettear: An Item Shop's Tale,EasyGameStation,Carpe Fulgur LLC,,6235,244,0,"500,000 .. 1,000,000",516,0,556,0,1999,19.99,0,26,Recettear: An Item Shop's Tale,13.0,25.5,42.5,/games/256px-Recettear.jpg,"RPG, Indie","{'Capitalism': 874, 'Anime': 789, 'RPG': 620, 'Dungeon Crawler': 554, 'JRPG': 494, 'Indie': 431, 'Singleplayer': 392, 'Cute': 379, 'Simulation': 337, 'Female Protagonist': 317, 'Comedy': 271, 'Management': 256, 'Action RPG': 243, 'Fantasy': 128, 'Strategy': 124, 'Action': 90, '2D': 67, 'Adventure': 67, 'Hack and Slash': 65, 'Visual Novel': 25}",RPG,96.23398672634666,13.0,25.5,29.5,13.430841982763273,25.833485145459882,42.5,42.96026598270352,24.91898996269402,29.5,23.044303080469206,26,26,26
1097,1810,249990,FORCED: Slightly Better Edition,BetaDwarf,BetaDwarf,,1982,694,0,"500,000 .. 1,000,000",379,0,300,0,1499,14.99,0,10,FORCED: Slightly Better Edition,7.5,15.0,20.0,/games/Forced_292x136.jpg,"Action, Adventure, Indie, RPG","{'Action': 207, 'Local Co-Op': 201, 'RPG': 194, 'Co-op': 191, 'Indie': 175, 'Online Co-Op': 154, '4 Player Local': 152, 'Difficult': 150, 'Multiplayer': 148, 'Hack and Slash': 147, 'Puzzle': 144, 'Fantasy': 120, 'Local Multiplayer': 107, 'PvE': 104, 'Top-Down': 102, 'Controller': 100, 'Adventure': 98, 'Kickstarter': 83, 'Action RPG': 83, 'Action-Adventure': 73}",RPG,74.06576980568012,7.5,15.0,12.5,7.2882152659661426,14.505206075300016,20.0,20.468269961847373,12.22689391861441,12.5,13.643510472501191,10,10,10
1098,1814,434050,Duke Nukem 3D: 20th Anniversary World Tour,"Nerve Software, Gearbox Software, LLC",Gearbox Publishing,,2921,588,0,"500,000 .. 1,000,000",592,3,867,3,1999,19.99,0,107,Duke Nukem 3D: 20th Anniversary World Tour,7.5,12.0,13.5,/games/40470_Duke_Nukem_3D_20th_Anniversary_World_Tour.jpg,"Action, Adventure","{'FPS': 114, 'Classic': 91, 'Action': 85, 'Gore': 75, 'First-Person': 71, 'Shooter': 66, ""1990's"": 65, 'Retro': 62, 'Adventure': 50, 'Singleplayer': 47, 'Funny': 45, 'Multiplayer': 40, 'Nudity': 38, 'Aliens': 36, 'Comedy': 34, 'Great Soundtrack': 30, 'Memes': 26, 'Co-op': 26, 'Remake': 25, 'Online Co-Op': 22}",Action,83.24308919920205,7.5,12.0,6.0,7.047347464995011,12.333878375306638,13.5,13.397300326110729,5.750764118538838,6.0,6.8350461597047225,107,107,107
1099,1816,572890,Pikuniku,"Arnaud De Bock, Rémi Forcadell, Alan Zucconi, Calum Bowen",Devolver Digital,,5275,229,0,"500,000 .. 1,000,000",869,0,387,0,1299,12.990000000000002,0,54,Pikuniku,3.0,3.5,5.5,/games/64060_Pikuniku.jpg,"Action, Adventure, Casual, Indie","{'Indie': 105, 'Casual': 101, 'Adventure': 100, 'Action': 82, 'Cute': 68, 'Funny': 65, 'Co-op': 59, 'Puzzle': 56, 'Platformer': 49, '2D': 44, 'Family Friendly': 40, 'Multiplayer': 39, 'Comedy': 38, 'Great Soundtrack': 38, 'Local Co-Op': 32, 'Colorful': 27, 'Singleplayer': 27, 'Puzzle-Platformer': 27, 'Dystopian ': 24, 'Exploration': 20}",Casual,95.83938953488372,3.0,3.5,2.5,3.1491912511571645,3.1386777532611148,5.5,5.092655369360312,2.5689502393849715,2.5,2.1663320372025647,54,54,54
1100,1818,248860,NEO Scavenger,Blue Bottle Games,Blue Bottle Games,,4192,453,0,"500,000 .. 1,000,000",126,0,148,0,1499,14.99,0,31,Neo Scavenger,13.0,20.0,32.0,/games/2313612-nslogo228x128_large.png,"Indie, RPG, Strategy","{'Survival': 441, 'Post-apocalyptic': 343, 'Rogue-like': 268, 'RPG': 263, 'Turn-Based': 257, 'Crafting': 219, 'Perma Death': 215, 'Indie': 214, 'Procedural Generation': 212, 'Strategy': 170, 'Difficult': 151, 'Inventory Management': 147, 'Sandbox': 144, 'Open World': 140, 'Realistic': 138, 'Singleplayer': 112, 'Grid-Based Movement': 102, 'Hex Grid': 101, 'Turn-Based Strategy': 94, 'Adventure': 79}",Strategy,90.2475780409042,13.0,20.0,19.0,13.188955586974856,19.65565305218257,32.0,31.82350315032343,17.24172217513679,19.0,19.134128831036737,31,31,31
1101,1821,1024380,Second Extinction,Systemic Reaction™,Systemic Reaction™,,3672,1390,0,"500,000 .. 1,000,000",507,0,768,0,2499,24.99,0,28,Second Extinction,4.0,5.5,20.0,/games/77927_Second_Extinction.jpg,"Action, Early Access","{'Action': 187, 'Dinosaurs': 145, 'FPS': 139, 'Co-op': 138, 'Violent': 129, 'Gore': 126, 'Early Access': 123, 'Open World': 121, 'Hack and Slash': 100, 'Adventure': 99, 'Fighting': 92, 'Shooter': 91, 'Survival': 82, 'Multiplayer': 79, 'First-Person': 75, 'Online Co-Op': 67, 'Team-Based': 59, 'Blood': 47, 'Sci-fi': 41, 'Casual': 37}",Action,72.54049782694587,4.0,5.5,16.0,3.878863645703062,5.207224366922213,20.0,20.310013866684102,16.172892035592493,16.0,16.379783112082077,28,28,28
1102,1826,292390,Realms of the Haunting,Gremlin Interactive,Funbox Media Ltd,,346,105,0,"500,000 .. 1,000,000",70,0,105,0,74,2.9899999999999998,75,0,Realms of the Haunting,11.5,12.5,12.5,/games/250px-RealmsOfTheHaunting.jpg,Action,"{'Action': 75, 'Horror': 50, 'FMV': 48, 'First-Person': 46, 'Adventure': 40, 'FPS': 37, 'Retro': 31, 'Point & Click': 28, 'Classic': 27, ""1990's"": 25, 'Singleplayer': 22, 'Shooter': 14, 'Atmospheric': 10, 'Cult Classic': 10, 'Dark': 8}",Action,76.71840354767184,11.5,12.5,1.0,11.202543788544814,12.115893410603228,12.5,12.372429683614357,0.9727382977384667,1.0,0.9787345725072437,0,0,0
1103,1827,94590,Puzzle Agent 2,Telltale,Telltale,,808,129,0,"500,000 .. 1,000,000",86,0,87,0,499,4.99,0,2,Puzzle Agent 2,3.0,3.5,4.0,/games/PuzzleAgent2_292x136.jpg,"Action, Adventure, Casual","{'Adventure': 94, 'Puzzle': 89, 'Casual': 68, 'Point & Click': 66, 'Detective': 55, 'Singleplayer': 44, 'Comedy': 42, 'Mystery': 37, 'Action': 32, 'Surreal': 26, 'Conspiracy': 23, 'Funny': 21, 'Touch-Friendly': 17, 'Short': 16, 'Hand-drawn': 15, 'Atmospheric': 12, '2D': 12, 'Story Rich': 12, 'Stylized': 10, 'Great Soundtrack': 10}",Casual,86.23265741728922,3.0,3.5,1.0,3.271538275479765,3.336206892924501,4.0,4.220747781062017,0.9446266332716998,1.0,1.0576064672047898,2,2,2
1104,1828,22650,Alien Breed 2: Assault,Team17 Digital Ltd,Team17 Digital Ltd,,609,284,0,"500,000 .. 1,000,000",56,0,70,0,999,9.990000000000002,0,2,Alien Breed 2: Assault,5.5,6.5,8.5,/games/200px-Alienbreed2_225098.jpg,Action,"{'Action': 92, 'Shooter': 40, 'Aliens': 31, 'Third Person': 27, 'Isometric': 27, 'Sci-fi': 24, 'Co-op': 20, 'Singleplayer': 20, 'Top-Down': 19, 'Top-Down Shooter': 16, 'Twin Stick Shooter': 13, 'Horror': 10, 'Arcade': 6}",Action,68.19708846584547,5.5,6.5,3.0,5.73866726578668,6.216671933368796,8.5,8.039259668518733,3.440357696507925,3.0,3.1976283835809753,2,2,2
1105,1830,207930,Sacred Citadel,Southend,THQ Nordic,,748,338,0,"500,000 .. 1,000,000",154,0,150,0,999,9.990000000000002,0,0,Sacred Citadel,5.0,6.5,13.0,/games/Sacred_Citadel.jpg,Action,"{'Action': 83, ""Beat 'em up"": 65, 'Local Co-Op': 43, 'Side Scroller': 38, 'Co-op': 35, 'Platformer': 25, 'Online Co-Op': 22, 'Arcade': 22, 'Multiplayer': 20, 'Local Multiplayer': 17, 'RPG': 16, 'Fighting': 16, '2D': 15, 'Fantasy': 12, 'Hack and Slash': 12, 'Indie': 12, 'Controller': 12, 'Singleplayer': 9}",Action,68.87661141804789,5.0,6.5,8.0,5.156145545142483,6.727361163093108,13.0,12.898193320769792,9.371566928284652,8.0,6.431839595154578,0,0,0
1106,1833,356570,Party Hard,"Pinokl Games, Kverta",tinyBuild,,7539,956,0,"200,000 .. 500,000",269,0,198,0,999,9.990000000000002,0,24,Party Hard,6.0,10.0,12.5,/games/Party_Hard_header.jpg,"Action, Indie, Strategy","{'Pixel Graphics': 212, 'Strategy': 169, 'Stealth': 164, 'Indie': 148, 'Action': 138, 'Violent': 125, 'Villain Protagonist': 118, 'Great Soundtrack': 118, 'Gore': 115, 'Singleplayer': 95, 'Dark Humor': 83, '2D': 79, 'Crime': 75, 'Retro': 74, 'Difficult': 66, 'Top-Down': 56, 'Funny': 45, 'Horror': 43, 'Story Rich': 41, 'Comedy': 40}",Strategy,88.74632136550912,6.0,10.0,6.5,6.4089542398132995,9.854044471246516,12.5,12.040387710038507,5.0654235832172185,6.5,6.989448303950467,24,24,24
1107,1835,652980,Loading Screen Simulator,CakeEaterGames,CakeEaterGames,,7179,1084,0,"200,000 .. 500,000",509,0,40,0,0,0.0,0,18,Loading Screen Simulator,0.6333333333333333,1.0,2.0,/games/47364_Loading_Screen_Simulator.jpg,"Casual, Free to Play, Indie, Simulation","{'Free to Play': 207, 'Memes': 165, 'Clicker': 162, 'Simulation': 130, 'Indie': 112, 'Casual': 105, 'Singleplayer': 103, 'Funny': 89, 'Comedy': 57, 'Family Friendly': 51, 'Difficult': 33, '2D': 31, 'Atmospheric': 17, 'Pixel Graphics': 16, 'Violent': 12, 'First-Person': 6, 'Choices Matter': 6, 'Multiplayer': 5, 'Survival Horror': 5, 'Relaxing': 5}",Simulation,86.88127798620356,0.6333333333333333,1.0,1.3666666666666667,0.6333333333333333,1.2876002382592047,2.0,2.257511023661148,1.360948464044907,1.3666666666666667,1.5392087480322294,18,18,18
1108,1836,388210,Day of the Tentacle Remastered,Double Fine Productions,Double Fine Productions,,3493,105,0,"200,000 .. 500,000",230,0,305,0,1499,14.99,0,15,Day of the Tentacle: Remastered,5.0,5.5,6.5,/games/35880_Day_of_the_Tentacle_Remastered.jpg,Adventure,"{'Point & Click': 171, 'Adventure': 166, 'Classic': 117, 'Comedy': 87, 'Time Travel': 83, 'Cartoony': 80, ""1990's"": 79, 'Puzzle': 76, 'Funny': 73, 'Retro': 72, 'Singleplayer': 71, 'Cult Classic': 71, 'Remake': 68, '2D': 65, 'Story Rich': 52, 'Great Soundtrack': 36, 'Pixel Graphics': 13, 'Sci-fi': 9, 'Family Friendly': 6, 'Indie': 5}",Adventure,97.0817120622568,5.0,5.5,1.5,4.724848626918757,5.735645401856165,6.5,6.720932185310209,1.4863335888194789,1.5,1.6121551750489391,15,15,15
